,index,date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
910,4657,2019-01-06,4593,4464,FRANCE,82.0,21,73.38
911,4658,2019-01-06,4848,4716,FRANCE,25.0,34,93.72
912,4659,2019-01-06,4108,3986,FRANCE,78.0,8,37.05
913,4660,2019-01-06,3936,3820,FRANCE,41.0,93,231.60000000000005
914,4661,2019-01-06,4621,4492,FRANCE,57.0,26,123.72999999999998
915,4662,2019-01-06,4362,4238,FRANCE,4.0,26,85.72000000000001
916,4663,2019-01-06,4518,4392,FRANCE,33.0,2,32.7
917,4664,2019-01-06,4822,4690,FRANCE,38.0,12,58.06
918,4665,2019-01-06,4348,4224,FRANCE,75.0,24,80.90999999999998
919,4666,2019-01-06,4013,3893,FRANCE,67.0,12,53.97
920,4667,2019-01-06,4608,4479,FRANCE,75.0,64,240.87
921,4668,2019-01-06,4324,4201,FRANCE,92.0,16,69.25
922,4669,2019-01-06,4048,3926,FRANCE,92.0,16,112.97
923,4670,2019-01-06,4092,3970,FRANCE,63.0,4,34.74
924,4671,2019-01-06,4781,4650,FRANCE,82.0,24,83.66
925,4672,2019-01-06,4462,4336,FRANCE,78.0,26,112.7
926,4673,2019-01-06,4693,4563,FRANCE,37.0,17,73.55
927,4674,2019-01-06,4868,4736,FRANCE,92.0,5,65.44
928,4675,2019-01-06,4588,4459,FRANCE,22.0,38,187.35
929,4676,2019-01-06,3934,3818,FRANCE,31.0,16,57.75
930,4677,2019-01-06,4400,4274,FRANCE,75.0,3,21.59
931,4678,2019-01-06,4561,3370,FRANCE,68.0,26,72.63
932,4679,2019-01-06,4005,3886,FRANCE,91.0,4,31.78
933,4680,2019-01-06,4432,4306,FRANCE,69.0,37,132.44
934,4681,2019-01-06,4703,4573,FRANCE,39.0,9,89.03
935,4682,2019-01-06,4851,4719,FRANCE,30.0,6,72.17
936,4683,2019-01-06,4459,4333,FRANCE,75.0,3,12.91
937,4684,2019-01-06,4521,4395,FRANCE,51.0,26,80.77999999999999
938,4685,2019-01-06,4656,4526,FRANCE,8.0,6,18.55
939,4686,2019-01-06,4313,4190,FRANCE,93.0,9,78.86
940,4687,2019-01-06,4850,4718,FRANCE,30.0,18,70.94
941,4688,2019-01-06,4567,4439,FRANCE,13.0,15,101.61
942,4689,2019-01-06,4281,4158,FRANCE,6.0,15,74.56000000000002
943,4690,2019-01-06,3970,3852,FRANCE,87.0,18,80.28
944,4691,2019-01-06,3947,3831,FRANCE,93.0,9,108.69
945,4692,2019-01-06,4717,4586,FRANCE,24.0,8,38.47
946,4693,2019-01-06,4558,4432,FRANCE,63.0,5,23.55
947,4694,2019-01-06,4445,4319,FRANCE,17.0,38,153.48000000000002
948,4695,2019-01-06,4454,4328,FRANCE,29.0,48,196.18
949,4696,2019-01-06,4094,3972,FRANCE,54.0,3,19.33
950,4697,2019-01-06,4872,4740,FRANCE,9.0,47,110.14
951,4698,2019-01-06,4698,4568,FRANCE,86.0,6,89.02
952,4699,2019-01-06,4169,4046,FRANCE,21.0,11,72.58
953,4700,2019-01-06,4307,4184,FRANCE,5.0,18,180.08
0,8214,2019-01-11,8907,8543,FRANCE,6.0,4,39.67
1,8215,2019-01-11,8753,2648,FRANCE,59.0,34,138.57
2,8216,2019-01-11,8987,8618,FRANCE,25.0,6,46.98
3,8217,2019-01-11,9134,8757,FRANCE,58.0,4,44.17
4,8218,2019-01-11,8882,8519,FRANCE,37.0,21,99.82999999999998
5,8219,2019-01-11,9220,8839,FRANCE,13.0,3,46.73
6,8220,2019-01-11,9103,8726,FRANCE,18.0,8,25.3
7,8221,2019-01-11,9325,641,FRANCE,42.0,18,74.58000000000001
8,8222,2019-01-11,8777,8421,FRANCE,72.0,12,146.98
9,8223,2019-01-11,9124,8747,FRANCE,49.0,9,77.66
10,8224,2019-01-11,8754,8398,FRANCE,75.0,7,61.84
11,8225,2019-01-11,8896,8532,FRANCE,13.0,1,22.99
12,8226,2019-01-11,9007,8633,FRANCE,83.0,18,98.56
13,8227,2019-01-11,8998,8626,FRANCE,18.0,14,89.59
14,8228,2019-01-11,9166,8788,FRANCE,24.0,12,40.43
15,8229,2019-01-11,9318,8936,FRANCE,91.0,10,54.09
16,8230,2019-01-11,8982,8613,FRANCE,94.0,54,74.39
17,8231,2019-01-11,9052,8677,FRANCE,37.0,7,49.65
18,8232,2019-01-11,9029,8654,FRANCE,37.0,1,20.62
19,8233,2019-01-11,8871,8509,FRANCE,75.0,18,64.69
20,8234,2019-01-11,9248,8867,FRANCE,69.0,13,95.98
21,8235,2019-01-11,8653,8305,FRANCE,77.0,9,29.67
22,8236,2019-01-11,9221,8840,FRANCE,4.0,14,87.27000000000001
23,8237,2019-01-11,8878,8515,FRANCE,93.0,2,79.96000000000001
24,8238,2019-01-11,9006,8619,FRANCE,86.0,9,212.93
25,8239,2019-01-11,8770,8414,FRANCE,44.0,26,136.14
26,8240,2019-01-11,9077,8700,FRANCE,92.0,21,78.31
27,8241,2019-01-11,9337,8954,FRANCE,38.0,4,60.14
28,8242,2019-01-11,9148,8770,FRANCE,16.0,14,61.99
29,8243,2019-01-11,9264,8883,FRANCE,67.0,11,48.39
30,8244,2019-01-11,8721,8371,FRANCE,77.0,2,16.46
31,8245,2019-01-11,9057,2067,FRANCE,57.0,5,52.96
32,8246,2019-01-11,9092,8715,FRANCE,93.0,16,152.44
33,8247,2019-01-11,8782,8426,FRANCE,57.0,10,58.84
34,8248,2019-01-11,8706,8356,FRANCE,56.0,13,74.42
35,8249,2019-01-11,8793,8436,FRANCE,10.0,10,29.14
36,8250,2019-01-11,8842,8480,FRANCE,75.0,1,7.51
37,8251,2019-01-11,8662,8314,FRANCE,30.0,11,96.77
38,8252,2019-01-11,9335,8952,FRANCE,91.0,1,26.37
39,8253,2019-01-11,8677,8329,FRANCE,54.0,13,66.87
40,8254,2019-01-11,8872,8510,FRANCE,73.0,11,55.66
41,8255,2019-01-11,9257,8876,FRANCE,47.0,8,128.86
42,8256,2019-01-11,9037,8662,FRANCE,75.0,2,40.49
43,8257,2019-01-11,8761,8405,FRANCE,37.0,3,81.41
44,8258,2019-01-11,9126,8749,FRANCE,69.0,5,65.19
45,8259,2019-01-11,8814,6617,FRANCE,62.0,14,61.67
46,8260,2019-01-11,8915,8550,FRANCE,37.0,10,34.529999999999994
47,8261,2019-01-11,9113,8736,FRANCE,57.0,1,16.46
48,8262,2019-01-11,9198,8818,FRANCE,44.0,21,64.35000000000001
49,8263,2019-01-11,9315,8933,FRANCE,72.0,5,35.72
50,8264,2019-01-11,9324,8942,FRANCE,59.0,7,74.92
51,8265,2019-01-11,8850,8488,FRANCE,69.0,16,66.11999999999999
52,8266,2019-01-11,8657,8309,FRANCE,41.0,13,49.830000000000005
53,8267,2019-01-11,9339,8955,FRANCE,84.0,5,17.68
54,8268,2019-01-11,9200,8820,FRANCE,69.0,8,56.67999999999999
55,8269,2019-01-11,9156,8778,FRANCE,87.0,26,87.67999999999998
56,8270,2019-01-11,9239,8858,FRANCE,49.0,3,42.37
57,8271,2019-01-11,8978,8609,FRANCE,35.0,10,59.620000000000005
58,8272,2019-01-11,9009,8635,FRANCE,35.0,11,60.23
59,8273,2019-01-11,8841,8479,FRANCE,59.0,14,140.01
60,8274,2019-01-11,8934,8569,FRANCE,39.0,6,18.55
61,8275,2019-01-11,9196,8816,FRANCE,59.0,1,26.05
62,8276,2019-01-11,9228,8847,FRANCE,16.0,4,46.73
63,8277,2019-01-11,8768,8412,FRANCE,66.0,8,83.1
64,8278,2019-01-11,9173,8795,FRANCE,42.0,13,95.57
65,8279,2019-01-11,8771,8415,FRANCE,38.0,9,38.69
66,8280,2019-01-11,9042,8667,FRANCE,59.0,4,16.79
67,8281,2019-01-11,8686,8338,FRANCE,6.0,16,62.0
68,8282,2019-01-11,8755,8399,FRANCE,62.0,9,64.13
69,8283,2019-01-11,8660,8312,FRANCE,6.0,3,68.13
70,8284,2019-01-11,8950,8583,FRANCE,35.0,25,112.34000000000002
71,8285,2019-01-11,9080,8703,FRANCE,92.0,6,27.56
72,8286,2019-01-11,8903,8539,FRANCE,63.0,1,18.13
73,8287,2019-01-11,9323,8941,FRANCE,16.0,9,38.11
74,8288,2019-01-11,8879,8516,FRANCE,77.0,8,43.27
75,8289,2019-01-11,8862,8500,FRANCE,31.0,13,73.23
76,8290,2019-01-11,8741,8389,FRANCE,26.0,3,38.12
77,8291,2019-01-11,9147,8769,FRANCE,35.0,18,81.43
78,8292,2019-01-11,9109,8732,FRANCE,75.0,43,120.73
79,8293,2019-01-11,8972,8603,FRANCE,38.0,5,38.8
80,8294,2019-01-11,9025,8650,FRANCE,56.0,14,65.5
81,8295,2019-01-11,9137,290,FRANCE,21.0,7,50.69
82,8296,2019-01-11,8804,8446,FRANCE,95.0,1,7.3
83,8297,2019-01-11,8701,8352,FRANCE,20.0,3,19.270000000000003
84,8298,2019-01-11,8868,8506,FRANCE,67.0,17,51.77
85,8299,2019-01-11,9186,8807,FRANCE,78.0,2,9.73
86,8300,2019-01-11,9116,8739,FRANCE,25.0,8,65.54
87,8301,2019-01-11,8679,8331,FRANCE,34.0,13,103.75
88,8302,2019-01-11,8665,8317,FRANCE,13.0,13,105.24
89,8303,2019-01-11,8825,8464,FRANCE,63.0,14,53.690000000000005
90,8304,2019-01-11,8732,8381,FRANCE,63.0,7,43.07
91,8305,2019-01-11,9214,8833,FRANCE,92.0,10,81.15
92,8306,2019-01-11,8899,8535,FRANCE,75.0,3,7.26
93,8307,2019-01-11,8704,8355,FRANCE,91.0,4,24.57
94,8308,2019-01-11,8960,8592,FRANCE,59.0,25,82.42999999999999
95,8309,2019-01-11,8709,8359,FRANCE,59.0,6,100.62
96,8310,2019-01-11,8909,8545,FRANCE,59.0,14,58.39
97,8311,2019-01-11,9139,8761,FRANCE,51.0,1,236.71
98,8312,2019-01-11,9000,8628,FRANCE,46.0,2,149.21
99,8313,2019-01-11,8812,8453,FRANCE,89.0,20,113.57
100,8314,2019-01-11,9329,8946,FRANCE,16.0,25,65.99
101,8315,2019-01-11,9032,8657,FRANCE,93.0,45,139.87000000000003
102,8316,2019-01-11,9014,8640,FRANCE,94.0,3,25.23
103,8317,2019-01-11,8656,8308,FRANCE,33.0,11,45.26
104,8318,2019-01-11,9138,8760,FRANCE,34.0,3,69.65
105,8319,2019-01-11,8919,8554,FRANCE,78.0,20,176.64
106,8320,2019-01-11,8820,8460,FRANCE,44.0,1,25.42
107,8321,2019-01-11,8661,8313,FRANCE,91.0,11,42.440000000000005
108,8322,2019-01-11,9284,8902,FRANCE,77.0,67,143.12
109,8323,2019-01-11,9274,8893,FRANCE,89.0,9,62.12
110,8324,2019-01-11,9155,8777,FRANCE,77.0,7,33.49
111,8325,2019-01-11,9031,8656,FRANCE,35.0,3,21.93
112,8326,2019-01-11,8979,8610,FRANCE,31.0,1,55.77
113,8327,2019-01-11,8959,8591,FRANCE,69.0,18,97.77
114,8328,2019-01-11,9049,8674,FRANCE,75.0,20,107.87
115,8329,2019-01-11,9194,8814,FRANCE,64.0,17,88.08000000000001
116,8330,2019-01-11,8827,8466,FRANCE,18.0,12,68.8
117,8331,2019-01-11,8670,8322,FRANCE,59.0,7,146.29999999999998
118,8332,2019-01-11,8944,8578,FRANCE,83.0,7,37.16
119,8333,2019-01-11,9095,8718,FRANCE,54.0,14,51.62
120,8334,2019-01-11,8838,8476,FRANCE,56.0,25,119.24
121,8335,2019-01-11,8766,8410,FRANCE,6.0,13,70.41999999999999
122,8336,2019-01-11,9263,8882,FRANCE,92.0,7,71.2
123,8337,2019-01-11,9067,8690,FRANCE,91.0,13,95.99
124,8338,2019-01-11,8885,8522,FRANCE,29.0,17,65.25000000000001
125,8339,2019-01-11,8687,8339,FRANCE,89.0,48,245.94000000000003
126,8340,2019-01-11,9208,8827,FRANCE,31.0,11,46.86000000000001
127,8341,2019-01-11,8717,8367,FRANCE,51.0,13,45.92
128,8342,2019-01-11,9183,8804,FRANCE,86.0,17,83.04999999999998
129,8343,2019-01-11,9143,8765,FRANCE,13.0,20,56.02
130,8344,2019-01-11,8659,8311,FRANCE,75.0,10,58.67
131,8345,2019-01-11,8785,8429,FRANCE,45.0,4,11.45
132,8346,2019-01-11,8690,8341,FRANCE,39.0,2,12.8
133,8347,2019-01-11,8891,8527,FRANCE,18.0,11,67.72
134,8348,2019-01-11,9030,8655,FRANCE,6.0,20,88.8
135,8349,2019-01-11,9004,8631,FRANCE,78.0,3,83.93
136,8350,2019-01-11,8669,8321,FRANCE,95.0,13,64.85
137,8351,2019-01-11,8863,8501,FRANCE,51.0,25,56.870000000000005
138,8352,2019-01-11,9346,8962,FRANCE,70.0,7,22.450000000000003
139,8353,2019-01-11,8834,8472,FRANCE,78.0,20,70.93
140,8354,2019-01-11,9012,8638,FRANCE,75.0,10,86.93
141,8355,2019-01-11,9319,8937,FRANCE,21.0,7,62.47
142,8356,2019-01-11,8689,8340,FRANCE,26.0,2,10.39
143,8357,2019-01-11,9230,8849,FRANCE,57.0,53,154.48
144,8358,2019-01-11,9303,8921,FRANCE,31.0,10,72.88
145,8359,2019-01-11,9090,8713,FRANCE,63.0,25,127.31
146,8360,2019-01-11,8839,8477,FRANCE,4.0,25,67.16999999999999
147,8361,2019-01-11,8650,8302,FRANCE,7.0,1,15.11
148,8362,2019-01-11,9269,8888,FRANCE,34.0,2,54.5
149,8363,2019-01-11,9320,8938,FRANCE,13.0,2,20.93
150,8364,2019-01-11,8937,2615,FRANCE,74.0,95,142.77999999999997
151,8365,2019-01-11,8845,8483,FRANCE,75.0,17,97.11
152,8366,2019-01-11,8997,8619,FRANCE,86.0,9,212.93
153,8367,2019-01-11,8817,8457,FRANCE,78.0,16,69.92999999999999
154,8368,2019-01-11,8744,8384,FRANCE,75.0,57,262.28
155,8369,2019-01-11,9204,8824,FRANCE,78.0,20,73.75
156,8370,2019-01-11,9070,8693,FRANCE,38.0,2,20.63
157,8371,2019-01-11,9347,8963,FRANCE,92.0,20,109.79
158,8372,2019-01-11,8751,8396,FRANCE,1.0,13,112.33
159,8373,2019-01-11,9144,8766,FRANCE,67.0,25,73.26
160,8374,2019-01-11,8890,8526,FRANCE,13.0,16,133.62
161,8375,2019-01-11,8811,5327,FRANCE,1.0,25,106.26
162,8376,2019-01-11,8725,8375,FRANCE,75.0,20,193.55
163,8377,2019-01-11,9169,8791,FRANCE,64.0,7,81.75999999999999
164,8378,2019-01-11,9121,8744,FRANCE,77.0,37,105.7
165,8379,2019-01-11,8900,8536,FRANCE,27.0,1,25.42
166,8380,2019-01-11,8789,7795,FRANCE,44.0,4,67.24000000000001
167,8381,2019-01-11,9233,8852,FRANCE,94.0,6,56.09
168,8382,2019-01-11,8912,8548,FRANCE,33.0,2,13.05
169,8383,2019-01-11,8746,8392,FRANCE,74.0,13,106.45
170,8384,2019-01-11,9282,8901,FRANCE,48.0,2,26.06
171,8385,2019-01-11,8697,8348,FRANCE,33.0,10,54.8
172,8386,2019-01-11,8996,8625,FRANCE,95.0,17,77.06
173,8387,2019-01-11,9081,8704,FRANCE,77.0,6,44.23
174,8388,2019-01-11,9152,8774,FRANCE,34.0,20,74.80999999999999
175,8389,2019-01-11,9177,8799,FRANCE,91.0,8,80.65
176,8390,2019-01-11,9211,8830,FRANCE,74.0,20,54.13
177,8391,2019-01-11,9027,8652,FRANCE,6.0,16,126.39
178,8392,2019-01-11,8647,8299,FRANCE,13.0,16,48.81
179,8393,2019-01-11,8778,8422,FRANCE,62.0,25,99.31
180,8394,2019-01-11,9076,8699,FRANCE,87.0,25,99.15
181,8395,2019-01-11,8866,8504,FRANCE,95.0,25,114.39000000000004
182,8396,2019-01-11,9281,8900,FRANCE,73.0,11,82.72
183,8397,2019-01-11,9295,8913,FRANCE,59.0,14,88.58
184,8398,2019-01-11,8794,8437,FRANCE,18.0,25,90.82
185,8399,2019-01-11,9338,159,FRANCE,72.0,7,65.89999999999999
186,8400,2019-01-11,8678,8330,FRANCE,14.0,1,5.08
187,8401,2019-01-11,9245,8864,FRANCE,13.0,1,74.8
188,8402,2019-01-11,8864,8502,FRANCE,27.0,20,123.78
189,8403,2019-01-11,9051,8676,FRANCE,78.0,25,85.15
190,8404,2019-01-11,8911,8547,FRANCE,6.0,3,14.89
191,8405,2019-01-11,9226,8845,FRANCE,68.0,4,37.16
192,8406,2019-01-11,9195,8815,FRANCE,77.0,13,70.74000000000001
193,8407,2019-01-11,9300,8918,FRANCE,92.0,8,72.91999999999999
194,8408,2019-01-11,8775,8419,FRANCE,38.0,10,75.09
195,8409,2019-01-11,8646,8298,FRANCE,77.0,3,9.89
196,8410,2019-01-11,9190,8810,FRANCE,66.0,5,72.62
197,8411,2019-01-11,9240,8859,FRANCE,75.0,56,126.52999999999996
198,8412,2019-01-11,8881,8518,FRANCE,38.0,5,29.51
199,8413,2019-01-11,9201,8821,FRANCE,83.0,2,71.46
200,8414,2019-01-11,8901,8537,FRANCE,74.0,6,74.76
201,8415,2019-01-11,9189,8809,FRANCE,36.0,20,70.89999999999999
202,8416,2019-01-11,9018,8643,FRANCE,34.0,24,77.42999999999999
203,8417,2019-01-11,9132,8755,FRANCE,95.0,12,61.28
204,8418,2019-01-11,8752,8397,FRANCE,34.0,17,58.16
205,8419,2019-01-11,8892,8528,FRANCE,36.0,13,153.19
206,8420,2019-01-11,8831,8469,FRANCE,49.0,4,12.24
207,8421,2019-01-11,8776,8420,FRANCE,34.0,8,62.52
208,8422,2019-01-11,8699,8350,FRANCE,88.0,41,98.99
209,8423,2019-01-11,9101,8724,FRANCE,14.0,20,131.72000000000003
210,8424,2019-01-11,9102,8725,FRANCE,87.0,1,4.17
211,8425,2019-01-11,9311,8929,FRANCE,69.0,7,37.18
212,8426,2019-01-11,8723,8373,FRANCE,3.0,7,60.38
213,8427,2019-01-11,8910,8546,FRANCE,56.0,10,109.44
214,8428,2019-01-11,8688,8335,FRANCE,95.0,6,117.51
215,8429,2019-01-11,9271,8890,FRANCE,92.0,8,96.1
216,8430,2019-01-11,9171,8793,FRANCE,91.0,2,14.9
217,8431,2019-01-11,9268,8887,FRANCE,43.0,13,56.67
218,8432,2019-01-11,9176,8798,FRANCE,22.0,24,173.02999999999997
219,8433,2019-01-11,9178,8800,FRANCE,38.0,2,29.51
220,8434,2019-01-11,9331,8948,FRANCE,93.0,20,60.34
221,8435,2019-01-11,8671,8323,FRANCE,63.0,6,97.56
222,8436,2019-01-11,9334,8951,FRANCE,29.0,10,75.99
223,8437,2019-01-11,8968,8599,FRANCE,54.0,6,51.28
224,8438,2019-01-11,9209,8828,FRANCE,38.0,12,70.81
225,8439,2019-01-11,8722,8372,FRANCE,49.0,8,94.42000000000002
226,8440,2019-01-11,9074,8697,FRANCE,67.0,3,32.05
227,8441,2019-01-11,9326,8943,FRANCE,93.0,11,84.68
228,8442,2019-01-11,9265,8884,FRANCE,36.0,13,78.53000000000002
229,8443,2019-01-11,9127,8750,FRANCE,69.0,3,9.53
230,8444,2019-01-11,9213,8832,FRANCE,75.0,13,56.07000000000001
231,8445,2019-01-11,8927,8562,FRANCE,81.0,17,77.05
232,8446,2019-01-11,8803,8445,FRANCE,26.0,13,132.88
233,8447,2019-01-11,9286,8904,FRANCE,74.0,13,114.54
234,8448,2019-01-11,9342,8958,FRANCE,77.0,12,65.71
235,8449,2019-01-11,9344,8960,FRANCE,13.0,49,138.35
236,8450,2019-01-11,8809,8451,FRANCE,29.0,6,31.21
237,8451,2019-01-11,8824,8418,FRANCE,81.0,44,152.57000000000002
238,8452,2019-01-11,8712,8362,FRANCE,8.0,11,116.62
239,8453,2019-01-11,8648,8300,FRANCE,25.0,5,81.43
240,8454,2019-01-11,9246,8865,FRANCE,55.0,3,15.169999999999998
241,8455,2019-01-11,8800,8443,FRANCE,21.0,3,20.01
242,8456,2019-01-11,8991,8622,FRANCE,44.0,20,71.51
243,8457,2019-01-11,9118,8741,FRANCE,87.0,8,72.21
244,8458,2019-01-11,8846,8484,FRANCE,92.0,20,256.75
245,8459,2019-01-11,9100,8723,FRANCE,82.0,12,65.79
246,8460,2019-01-11,9105,8728,FRANCE,69.0,6,40.21
247,8461,2019-01-11,9069,8692,FRANCE,77.0,30,105.71999999999998
248,8462,2019-01-11,9153,8775,FRANCE,76.0,9,91.52
249,8463,2019-01-11,9321,8939,FRANCE,63.0,13,96.06
250,8464,2019-01-11,8883,8520,FRANCE,91.0,17,126.25
251,8465,2019-01-11,8802,4985,FRANCE,56.0,6,104.87
252,8466,2019-01-11,8906,8542,FRANCE,59.0,9,96.44
253,8467,2019-01-11,9098,8721,FRANCE,83.0,6,34.84
254,8468,2019-01-11,8806,8448,FRANCE,31.0,30,55.94
255,8469,2019-01-11,9045,8670,FRANCE,74.0,9,44.06
256,8470,2019-01-11,9306,8924,FRANCE,13.0,2,13.65
257,8471,2019-01-11,8858,8496,FRANCE,93.0,10,67.0
258,8472,2019-01-11,9350,8966,FRANCE,6.0,24,143.41000000000005
259,8473,2019-01-11,8792,8435,FRANCE,93.0,8,36.06
260,8474,2019-01-11,8739,8099,FRANCE,34.0,81,216.95
261,8475,2019-01-11,9309,8927,FRANCE,78.0,43,162.55999999999997
262,8476,2019-01-11,9146,8768,FRANCE,38.0,14,108.11
263,8477,2019-01-11,8740,8388,FRANCE,93.0,13,62.970000000000006
264,8478,2019-01-11,8857,8495,FRANCE,52.0,34,166.83000000000004
265,8479,2019-01-11,9054,8679,FRANCE,93.0,42,135.58
266,8480,2019-01-11,9275,8894,FRANCE,25.0,24,179.34
267,8481,2019-01-11,8926,8561,FRANCE,6.0,24,87.09
268,8482,2019-01-11,8649,8301,FRANCE,77.0,7,57.5
269,8483,2019-01-11,8682,8334,FRANCE,34.0,6,20.86
270,8484,2019-01-11,8848,8486,FRANCE,17.0,5,24.74
271,8485,2019-01-11,8849,8487,FRANCE,2.0,9,60.370000000000005
272,8486,2019-01-11,8976,8607,FRANCE,6.0,14,109.12
273,8487,2019-01-11,9276,8895,FRANCE,78.0,17,70.22
274,8488,2019-01-11,8918,8553,FRANCE,95.0,17,76.45
275,8489,2019-01-11,9036,8661,FRANCE,78.0,15,61.82
276,8490,2019-01-11,9039,8664,FRANCE,54.0,24,62.75
277,8491,2019-01-11,8913,8549,FRANCE,93.0,10,49.41
278,8492,2019-01-11,9145,8767,FRANCE,73.0,1,30.01
279,8493,2019-01-11,8714,8364,FRANCE,75.0,2,56.83
280,8494,2019-01-11,8924,8559,FRANCE,84.0,1,29.36
281,8495,2019-01-11,9236,8855,FRANCE,24.0,12,43.81
282,8496,2019-01-11,9247,8866,FRANCE,91.0,7,82.41
283,8497,2019-01-11,8759,8403,FRANCE,85.0,1,35.11
284,8498,2019-01-11,8818,8458,FRANCE,26.0,8,67.55
285,8499,2019-01-11,9104,8727,FRANCE,75.0,5,164.12
286,8500,2019-01-11,9207,8826,FRANCE,94.0,2,13.66
287,8501,2019-01-11,9174,8796,FRANCE,59.0,12,41.02
288,8502,2019-01-11,9333,8950,FRANCE,51.0,1,58.19
289,8503,2019-01-11,9020,8645,FRANCE,21.0,4,12.63
290,8504,2019-01-11,9107,8730,FRANCE,33.0,7,24.640000000000004
291,8505,2019-01-11,8914,4000,FRANCE,87.0,10,87.68
292,8506,2019-01-11,8952,8584,FRANCE,78.0,26,93.54000000000002
293,8507,2019-01-11,8888,8524,FRANCE,59.0,7,29.32
294,8508,2019-01-11,9237,8856,FRANCE,94.0,19,80.36999999999999
295,8509,2019-01-11,8983,8614,FRANCE,32.0,24,76.84
296,8510,2019-01-11,8870,8508,FRANCE,57.0,5,30.7
297,8511,2019-01-11,8703,8354,FRANCE,31.0,10,62.75
298,8512,2019-01-11,9040,8665,FRANCE,57.0,15,107.01000000000002
299,8513,2019-01-11,9111,8734,FRANCE,13.0,19,148.04
300,8514,2019-01-11,8956,8588,FRANCE,93.0,5,39.36
301,8515,2019-01-11,8954,8586,FRANCE,13.0,33,90.96
302,8516,2019-01-11,8705,824,FRANCE,74.0,15,65.25
303,8517,2019-01-11,8865,8503,FRANCE,33.0,15,39.57
304,8518,2019-01-11,8943,8577,FRANCE,42.0,2,5.53
305,8519,2019-01-11,9179,8801,FRANCE,54.0,9,84.42999999999999
306,8520,2019-01-11,9294,8912,FRANCE,94.0,4,94.29
307,8521,2019-01-11,8945,8579,FRANCE,84.0,36,132.01
308,8522,2019-01-11,8823,8463,FRANCE,12.0,19,178.12
309,8523,2019-01-11,9005,8632,FRANCE,23.0,24,173.01
310,8524,2019-01-11,8933,8568,FRANCE,72.0,1,12.37
311,8525,2019-01-11,9003,8630,FRANCE,75.0,33,130.26
312,8526,2019-01-11,8844,8482,FRANCE,48.0,10,37.98
313,8527,2019-01-11,8733,8382,FRANCE,93.0,12,56.5
314,8528,2019-01-11,8990,8621,FRANCE,78.0,33,84.08
315,8529,2019-01-11,9251,8870,FRANCE,37.0,8,43.79
316,8530,2019-01-11,9048,8673,FRANCE,94.0,33,99.87
317,8531,2019-01-11,9129,8752,FRANCE,35.0,2,70.74
318,8532,2019-01-11,9053,8678,FRANCE,83.0,4,36.66
319,8533,2019-01-11,9279,8898,FRANCE,61.0,19,132.11999999999998
320,8534,2019-01-11,9197,8817,FRANCE,67.0,9,79.44000000000001
321,8535,2019-01-11,8791,8434,FRANCE,95.0,3,14.59
322,8536,2019-01-11,9110,8733,FRANCE,94.0,2,657.09
323,8537,2019-01-11,8734,8383,FRANCE,30.0,17,66.39999999999999
324,8538,2019-01-11,8946,5900,FRANCE,92.0,7,55.620000000000005
325,8539,2019-01-11,9310,8928,FRANCE,34.0,32,60.8
326,8540,2019-01-11,9160,8782,FRANCE,38.0,1,176.7
327,8541,2019-01-11,8692,8343,FRANCE,26.0,11,95.04
328,8542,2019-01-11,8675,8327,FRANCE,75.0,6,17.88
329,8543,2019-01-11,8681,8333,FRANCE,74.0,23,251.34
330,8544,2019-01-11,9093,8716,FRANCE,8.0,32,136.76
331,8545,2019-01-11,8674,8326,FRANCE,21.0,19,116.29
332,8546,2019-01-11,8840,8478,FRANCE,34.0,23,65.63
333,8547,2019-01-11,8730,8379,FRANCE,64.0,5,53.71
334,8548,2019-01-11,9241,8860,FRANCE,69.0,5,35.62
335,8549,2019-01-11,9122,8745,FRANCE,92.0,32,80.66
336,8550,2019-01-11,9167,8789,FRANCE,69.0,19,91.71
337,8551,2019-01-11,8742,704,FRANCE,7.0,1,1.26
338,8552,2019-01-11,8852,8490,FRANCE,75.0,3,46.85
339,8553,2019-01-11,9223,8842,FRANCE,75.0,19,75.94
340,8554,2019-01-11,8737,8386,FRANCE,7.0,2,22.15
341,8555,2019-01-11,8833,8471,FRANCE,67.0,7,81.08
342,8556,2019-01-11,9165,8787,FRANCE,29.0,4,14.57
343,8557,2019-01-11,9066,8689,FRANCE,74.0,10,25.58
344,8558,2019-01-11,9082,8705,FRANCE,78.0,15,105.09
345,8559,2019-01-11,9322,8940,FRANCE,25.0,13,111.78
346,8560,2019-01-11,8726,263,FRANCE,75.0,14,85.13
347,8561,2019-01-11,9044,8669,FRANCE,33.0,9,32.5
348,8562,2019-01-11,9019,8644,FRANCE,33.0,31,264.30999999999995
349,8563,2019-01-11,8664,8316,FRANCE,92.0,30,111.72
350,8564,2019-01-11,9253,8872,FRANCE,90.0,12,56.07
351,8565,2019-01-11,8748,8393,FRANCE,15.0,8,80.6
352,8566,2019-01-11,9073,8696,FRANCE,33.0,7,46.56999999999999
353,8567,2019-01-11,8731,8380,FRANCE,38.0,13,43.81999999999999
354,8568,2019-01-11,9141,8763,FRANCE,69.0,12,59.650000000000006
355,8569,2019-01-11,8787,8431,FRANCE,63.0,15,90.82
356,8570,2019-01-11,9219,8838,FRANCE,34.0,2,23.59
357,8571,2019-01-11,9316,8934,FRANCE,92.0,9,87.34000000000002
